task,model,language,metric,value
Parliamentary Speech Topic,GaMS-27B-Instruct,Croatian,macro_f1,0.2635184275
Parliamentary Speech Topic,GaMS-27B-Instruct,Croatian,micro_f1,0.2554660529
Parliamentary Speech Topic,GaMS-27B-Instruct,English,macro_f1,0.3049592418
Parliamentary Speech Topic,GaMS-27B-Instruct,English,micro_f1,0.3127853881
Parliamentary Speech Topic,GaMS-27B-Instruct,Serbian,macro_f1,0.2702223544
Parliamentary Speech Topic,GaMS-27B-Instruct,Serbian,micro_f1,0.2723112128
Parliamentary Speech Topic,GaMS-27B-Instruct,Bosnian,macro_f1,0.2052297684
Parliamentary Speech Topic,GaMS-27B-Instruct,Bosnian,micro_f1,0.2123786408
Sentiment,XLM-R-ParlaSent,English,macro_f1,0.7275634248
Sentiment,XLM-R-ParlaSent,English,micro_f1,0.7265384615
Sentiment,XLM-R-ParlaSent,Croatian,macro_f1,0.6981174088
Sentiment,XLM-R-ParlaSent,Croatian,micro_f1,0.7193113772
Sentiment,XLM-R-ParlaSent,Serbian,macro_f1,0.7100055038
Sentiment,XLM-R-ParlaSent,Serbian,micro_f1,0.7318435754
Sentiment,XLM-R-ParlaSent,Bosnian,macro_f1,0.6966958606
Sentiment,XLM-R-ParlaSent,Bosnian,micro_f1,0.7210526316
Sentiment,DeepSeek-R1-Distill,English,macro_f1,0.6169059794
Sentiment,DeepSeek-R1-Distill,English,micro_f1,0.6173076923
Sentiment,DeepSeek-R1-Distill,Croatian,macro_f1,0.594812532
Sentiment,DeepSeek-R1-Distill,Croatian,micro_f1,0.6130239521
Sentiment,DeepSeek-R1-Distill,Serbian,macro_f1,0.5973492914
Sentiment,DeepSeek-R1-Distill,Serbian,micro_f1,0.6145251397
Sentiment,DeepSeek-R1-Distill,Bosnian,macro_f1,0.5676603766
Sentiment,DeepSeek-R1-Distill,Bosnian,micro_f1,0.5894736842
Sentiment,LLaMA 3.3,English,macro_f1,0.7486693947
Sentiment,LLaMA 3.3,English,micro_f1,0.745
Sentiment,LLaMA 3.3,Croatian,macro_f1,0.7278723723
Sentiment,LLaMA 3.3,Croatian,micro_f1,0.7425149701
Sentiment,LLaMA 3.3,Serbian,macro_f1,0.6925137552
Sentiment,LLaMA 3.3,Serbian,micro_f1,0.7113594041
Sentiment,LLaMA 3.3,Bosnian,macro_f1,0.673139337
Sentiment,LLaMA 3.3,Bosnian,micro_f1,0.7105263158
Sentiment,Gemma 3,English,macro_f1,0.7675997828
Sentiment,Gemma 3,English,micro_f1,0.7661538462
Sentiment,Gemma 3,Croatian,macro_f1,0.7280316556
Sentiment,Gemma 3,Croatian,micro_f1,0.7417664671
Sentiment,Gemma 3,Serbian,macro_f1,0.7068391376
Sentiment,Gemma 3,Serbian,micro_f1,0.7253258845
Sentiment,Gemma 3,Bosnian,macro_f1,0.7183838384
Sentiment,Gemma 3,Bosnian,micro_f1,0.7421052632
Sentiment,GPT-4o-mini,English,macro_f1,0.7331263778
Sentiment,GPT-4o-mini,English,micro_f1,0.7334615385
Sentiment,GPT-4o-mini,Croatian,macro_f1,0.6860364564
Sentiment,GPT-4o-mini,Croatian,micro_f1,0.7185628743
Sentiment,GPT-4o-mini,Serbian,macro_f1,0.681355209
Sentiment,GPT-4o-mini,Serbian,micro_f1,0.7057728119
Sentiment,GPT-4o-mini,Bosnian,macro_f1,0.593244717
Sentiment,GPT-4o-mini,Bosnian,micro_f1,0.6526315789
Sentiment,GPT-3.5-Turbo,English,macro_f1,0.6997700528
Sentiment,GPT-3.5-Turbo,English,micro_f1,0.6976923077
Sentiment,GPT-3.5-Turbo,Croatian,macro_f1,0.6517928959
Sentiment,GPT-3.5-Turbo,Croatian,micro_f1,0.6729041916
Sentiment,GPT-3.5-Turbo,Serbian,macro_f1,0.6641372492
Sentiment,GPT-3.5-Turbo,Serbian,micro_f1,0.6703910615
Sentiment,GPT-3.5-Turbo,Bosnian,macro_f1,0.583874944
Sentiment,GPT-3.5-Turbo,Bosnian,micro_f1,0.6263157895
Sentiment,GPT-4o,English,macro_f1,0.7710796128
Sentiment,GPT-4o,English,micro_f1,0.7730769231
Sentiment,GPT-4o,Croatian,macro_f1,0.7565209566
Sentiment,GPT-4o,Croatian,micro_f1,0.7821856287
Sentiment,GPT-4o,Serbian,macro_f1,0.7382772548
Sentiment,GPT-4o,Serbian,micro_f1,0.7644320298
Sentiment,GPT-4o,Bosnian,macro_f1,0.7009673256
Sentiment,GPT-4o,Bosnian,micro_f1,0.7473684211
Sentiment,GPT-5-Nano,English,macro_f1,0.751873943
Sentiment,GPT-5-Nano,English,micro_f1,0.7492307692
Sentiment,GPT-5-Nano,Croatian,macro_f1,0.7101447065
Sentiment,GPT-5-Nano,Croatian,micro_f1,0.7200598802
Sentiment,GPT-5-Nano,Serbian,macro_f1,0.7198123446
Sentiment,GPT-5-Nano,Serbian,micro_f1,0.7271880819
Sentiment,GPT-5-Nano,Bosnian,macro_f1,0.6844152866
Sentiment,GPT-5-Nano,Bosnian,micro_f1,0.6947368421
Sentiment,GPT-5-mini,English,macro_f1,0.7731097442
Sentiment,GPT-5-mini,English,micro_f1,0.7707692308
Sentiment,GPT-5-mini,Croatian,macro_f1,0.751793756
Sentiment,GPT-5-mini,Croatian,micro_f1,0.7619760479
Sentiment,GPT-5-mini,Serbian,macro_f1,0.7605016416
Sentiment,GPT-5-mini,Serbian,micro_f1,0.7737430168
Sentiment,GPT-5-mini,Bosnian,macro_f1,0.7341241345
Sentiment,GPT-5-mini,Bosnian,micro_f1,0.7526315789
Sentiment,GPT-5,English,macro_f1,0.784194889
Sentiment,GPT-5,English,micro_f1,0.7819230769
Sentiment,GPT-5,Croatian,macro_f1,0.7557027936
Sentiment,GPT-5,Croatian,micro_f1,0.7732035928
Sentiment,GPT-5,Serbian,macro_f1,0.7682868258
Sentiment,GPT-5,Serbian,micro_f1,0.7830540037
Sentiment,GPT-5,Bosnian,macro_f1,0.7587454212
Sentiment,GPT-5,Bosnian,micro_f1,0.7789473684
Sentiment,Qwen 3,English,macro_f1,0.7439452912
Sentiment,Qwen 3,English,micro_f1,0.7434615385
Sentiment,Qwen 3,Croatian,macro_f1,0.7041957699
Sentiment,Qwen 3,Croatian,micro_f1,0.7282934132
Sentiment,Qwen 3,Serbian,macro_f1,0.7065580052
Sentiment,Qwen 3,Serbian,micro_f1,0.7234636872
Sentiment,Qwen 3,Bosnian,macro_f1,0.6142079572
Sentiment,Qwen 3,Bosnian,micro_f1,0.6578947368
Sentiment,LLaMA 4 Scout,English,macro_f1,0.7052057035
Sentiment,LLaMA 4 Scout,English,micro_f1,0.7023076923
Sentiment,LLaMA 4 Scout,Croatian,macro_f1,0.6680832169
Sentiment,LLaMA 4 Scout,Croatian,micro_f1,0.6788922156
Sentiment,LLaMA 4 Scout,Serbian,macro_f1,0.6506360237
Sentiment,LLaMA 4 Scout,Serbian,micro_f1,0.6685288641
Sentiment,LLaMA 4 Scout,Bosnian,macro_f1,0.6282272716
Sentiment,LLaMA 4 Scout,Bosnian,micro_f1,0.6578947368
Sentiment,Gemini 2.5 Flash,English,macro_f1,0.7675114266
Sentiment,Gemini 2.5 Flash,English,micro_f1,0.7676923077
Sentiment,Gemini 2.5 Flash,Croatian,macro_f1,0.760760407
Sentiment,Gemini 2.5 Flash,Croatian,micro_f1,0.7866766467
Sentiment,Gemini 2.5 Flash,Serbian,macro_f1,0.7340615628
Sentiment,Gemini 2.5 Flash,Serbian,micro_f1,0.760707635
Sentiment,Gemini 2.5 Flash,Bosnian,macro_f1,0.6911787939
Sentiment,Gemini 2.5 Flash,Bosnian,micro_f1,0.7315789474
Sentiment,Mistral Medium 3.1,English,macro_f1,0.75935356
Sentiment,Mistral Medium 3.1,English,micro_f1,0.7566839777
Sentiment,Mistral Medium 3.1,Croatian,macro_f1,0.7339183248
Sentiment,Mistral Medium 3.1,Croatian,micro_f1,0.755239521
Sentiment,Mistral Medium 3.1,Serbian,macro_f1,0.7043345052
Sentiment,Mistral Medium 3.1,Serbian,micro_f1,0.7182114578
Sentiment,Mistral Medium 3.1,Bosnian,macro_f1,0.6412158118
Sentiment,Mistral Medium 3.1,Bosnian,micro_f1,0.6736842105
Sentiment,GaMS-27B-Instruct,English,macro_f1,0.532698836
Sentiment,GaMS-27B-Instruct,English,micro_f1,0.5407592985
Sentiment,GaMS-27B-Instruct,Croatian,macro_f1,0.5216315961
Sentiment,GaMS-27B-Instruct,Croatian,micro_f1,0.5673652695
Sentiment,GaMS-27B-Instruct,Serbian,macro_f1,0.4942587316
Sentiment,GaMS-27B-Instruct,Serbian,micro_f1,0.552141527
Sentiment,GaMS-27B-Instruct,Bosnian,macro_f1,0.5162670516
Sentiment,GaMS-27B-Instruct,Bosnian,micro_f1,0.5473684211
